,_id,ask,bid,expiration,impliedvolatility,lastprice,lasttradedate,openinterest,quotetime,ticker,strike,contractsymbol,type,underlying_price,updatedate,update_datetime,update_hour,updatetime,volume
102,SPY190628C00247000_20190204_10,28.48,28.25,2019-06-28,0.2100298724,20.5,2019-01-08 14:32:30,668.0,2019-02-04T16:25:07.000Z,SPY,247.0,SPY190628C00247000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
103,SPY190628C00248000_20190204_10,27.61,27.32,2019-06-28,0.2073138351,28.35,2019-02-01 15:41:51,193.0,2019-02-04T16:25:07.000Z,SPY,248.0,SPY190628C00248000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
104,SPY190628C00249000_20190204_10,26.86,26.54,2019-06-28,0.206734007,19.26,2019-01-09 14:30:00,253.0,2019-02-04T16:25:07.000Z,SPY,249.0,SPY190628C00249000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,5.0
105,SPY190628C00250000_20190204_10,25.88,25.58,2019-06-28,0.2017596915,25.63,2019-02-04 14:52:07,256.0,2019-02-04T16:25:07.000Z,SPY,250.0,SPY190628C00250000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
106,SPY190628C00251000_20190204_10,25.12,24.84,2019-06-28,0.2007831387,18.44,2019-01-15 16:56:29,134.0,2019-02-04T16:25:07.000Z,SPY,251.0,SPY190628C00251000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
107,SPY190628C00252000_20190204_10,24.32,24.02,2019-06-28,0.1989215851,18.13,2019-01-17 14:44:36,350.0,2019-02-04T16:25:07.000Z,SPY,252.0,SPY190628C00252000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
108,SPY190628C00253000_20190204_10,23.48,23.22,2019-06-28,0.1962055478,22.91,2019-01-31 20:31:08,496.0,2019-02-04T16:25:07.000Z,SPY,253.0,SPY190628C00253000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,100.0
109,SPY190628C00254000_20190204_10,22.6,22.34,2019-06-28,0.1926960614,18.88,2019-01-22 15:06:51,71.0,2019-02-04T16:25:07.000Z,SPY,254.0,SPY190628C00254000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,50.0
110,SPY190628C00255000_20190204_10,21.94,21.72,2019-06-28,0.192879165,21.42,2019-02-01 19:35:22,188.0,2019-02-04T16:25:07.000Z,SPY,255.0,SPY190628C00255000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,43.0
111,SPY190628C00256000_20190204_10,21.16,20.9,2019-06-28,0.1908345078,21.47,2019-02-01 15:13:58,51.0,2019-02-04T16:25:07.000Z,SPY,256.0,SPY190628C00256000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,10.0
112,SPY190628C00257000_20190204_10,20.29,20.08,2019-06-28,0.187172435,18.91,2019-01-30 20:09:52,35.0,2019-02-04T16:25:07.000Z,SPY,257.0,SPY190628C00257000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
113,SPY190628C00258000_20190204_10,19.6,19.37,2019-06-28,0.1863484686,19.71,2019-02-01 16:47:36,44.0,2019-02-04T16:25:07.000Z,SPY,258.0,SPY190628C00258000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,36.0
114,SPY190628C00259000_20190204_10,18.78,18.54,2019-06-28,0.1832357068,17.31,2019-01-30 20:12:45,28.0,2019-02-04T16:25:07.000Z,SPY,259.0,SPY190628C00259000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
115,SPY190628C00260000_20190204_10,17.99,17.71,2019-06-28,0.1805196695,17.88,2019-02-01 21:01:04,634.0,2019-02-04T16:25:07.000Z,SPY,260.0,SPY190628C00260000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,20.0
116,SPY190628C00261000_20190204_10,17.26,17.05,2019-06-28,0.1785970813,17.04,2019-01-31 18:20:30,59.0,2019-02-04T16:25:07.000Z,SPY,261.0,SPY190628C00261000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
117,SPY190628C00262000_20190204_10,16.59,16.38,2019-06-28,0.1774374249,13.69,2019-01-30 15:43:49,640.0,2019-02-04T16:25:07.000Z,SPY,262.0,SPY190628C00262000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,8.0
118,SPY190628C00263000_20190204_10,15.87,15.68,2019-06-28,0.1753317331,14.48,2019-01-30 20:48:14,367.0,2019-02-04T16:25:07.000Z,SPY,263.0,SPY190628C00263000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,9.0
119,SPY190628C00264000_20190204_10,15.09,14.9,2019-06-28,0.1721579367,12.85,2019-01-30 16:53:33,293.0,2019-02-04T16:25:07.000Z,SPY,264.0,SPY190628C00264000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,6.0
120,SPY190628C00265000_20190204_10,14.42,14.23,2019-06-28,0.170510004,14.08,2019-02-04 15:50:46,701.0,2019-02-04T16:25:07.000Z,SPY,265.0,SPY190628C00265000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,35.0
121,SPY190628C00266000_20190204_10,13.73,13.56,2019-06-28,0.1683432776,13.48,2019-02-04 14:37:27,303.0,2019-02-04T16:25:07.000Z,SPY,266.0,SPY190628C00266000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,85.0
122,SPY190628C00267000_20190204_10,13.0,12.83,2019-06-28,0.1654441367,12.91,2019-02-01 18:21:06,1257.0,2019-02-04T16:25:07.000Z,SPY,267.0,SPY190628C00267000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
123,SPY190628C00268000_20190204_10,12.28,12.11,2019-06-28,0.1624839612,12.35,2019-02-01 14:38:42,610.0,2019-02-04T16:25:07.000Z,SPY,268.0,SPY190628C00268000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,4.0
124,SPY190628C00269000_20190204_10,11.68,11.55,2019-06-28,0.1611412012,11.48,2019-02-01 20:37:28,380.0,2019-02-04T16:25:07.000Z,SPY,269.0,SPY190628C00269000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
125,SPY190628C00270000_20190204_10,10.99,10.86,2019-06-28,0.1582420602,10.61,2019-02-04 15:24:01,2043.0,2019-02-04T16:25:07.000Z,SPY,270.0,SPY190628C00270000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,48.0
126,SPY190628C00271000_20190204_10,10.42,10.28,2019-06-28,0.1569298175,10.5,2019-02-04 14:30:00,147.0,2019-02-04T16:25:07.000Z,SPY,271.0,SPY190628C00271000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
127,SPY190628C00272000_20190204_10,9.77,9.63,2019-06-28,0.1541832629,9.42,2019-02-04 15:30:43,777.0,2019-02-04T16:25:07.000Z,SPY,272.0,SPY190628C00272000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
128,SPY190628C00273000_20190204_10,9.3,9.18,2019-06-28,0.1539086075,9.86,2019-02-01 15:41:10,479.0,2019-02-04T16:25:07.000Z,SPY,273.0,SPY190628C00273000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,10.0
129,SPY190628C00274000_20190204_10,8.61,8.49,2019-06-28,0.1501549829,8.37,2019-02-01 19:53:10,628.0,2019-02-04T16:25:07.000Z,SPY,274.0,SPY190628C00274000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,21.0
130,SPY190628C00275000_20190204_10,8.11,8.0,2019-06-28,0.1489648093,8.09,2019-02-04 16:04:07,3427.0,2019-02-04T16:25:07.000Z,SPY,275.0,SPY190628C00275000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,19.0
131,SPY190628C00276000_20190204_10,7.59,7.48,2019-06-28,0.1472253247,7.53,2019-01-31 16:03:54,1365.0,2019-02-04T16:25:07.000Z,SPY,276.0,SPY190628C00276000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
132,SPY190628C00277000_20190204_10,7.11,7.0,2019-06-28,0.1458520474,7.41,2019-01-31 17:15:11,967.0,2019-02-04T16:25:07.000Z,SPY,277.0,SPY190628C00277000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,5.0
133,SPY190628C00278000_20190204_10,6.54,6.43,2019-06-28,0.1428613547,6.75,2019-02-01 17:24:02,768.0,2019-02-04T16:25:07.000Z,SPY,278.0,SPY190628C00278000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
134,SPY190628C00279000_20190204_10,6.14,6.03,2019-06-28,0.1421594574,6.63,2019-02-01 15:41:10,2934.0,2019-02-04T16:25:07.000Z,SPY,279.0,SPY190628C00279000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,10.0
135,SPY190628C00280000_20190204_10,5.63,5.55,2019-06-28,0.1395349719,5.57,2019-02-04 15:55:54,5289.0,2019-02-04T16:25:07.000Z,SPY,280.0,SPY190628C00280000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,5.0
136,SPY190628C00281000_20190204_10,5.18,5.09,2019-06-28,0.1375208319,5.65,2019-02-01 15:46:18,2367.0,2019-02-04T16:25:07.000Z,SPY,281.0,SPY190628C00281000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
137,SPY190628C00282000_20190204_10,4.8,4.72,2019-06-28,0.1363306583,4.77,2019-02-01 19:15:36,3176.0,2019-02-04T16:25:07.000Z,SPY,282.0,SPY190628C00282000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,206.0
138,SPY190628C00283000_20190204_10,4.44,4.36,2019-06-28,0.1352015192,4.0,2019-01-30 19:16:54,5508.0,2019-02-04T16:25:07.000Z,SPY,283.0,SPY190628C00283000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,31.0
139,SPY190628C00284000_20190204_10,4.05,3.97,2019-06-28,0.133278931,4.09,2019-02-01 18:18:30,2903.0,2019-02-04T16:25:07.000Z,SPY,284.0,SPY190628C00284000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,3.0
140,SPY190628C00285000_20190204_10,3.68,3.61,2019-06-28,0.1313563428,3.79,2019-02-01 18:31:51,3696.0,2019-02-04T16:25:07.000Z,SPY,285.0,SPY190628C00285000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,5.0
141,SPY190628C00286000_20190204_10,3.35,3.28,2019-06-28,0.1297999619,2.4,2019-01-22 20:40:25,269.0,2019-02-04T16:25:07.000Z,SPY,286.0,SPY190628C00286000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
142,SPY190628C00287000_20190204_10,3.08,3.01,2019-06-28,0.12903703,2.97,2019-02-01 20:01:27,1119.0,2019-02-04T16:25:07.000Z,SPY,287.0,SPY190628C00287000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
143,SPY190628C00288000_20190204_10,2.77,2.7,2019-06-28,0.1271754764,2.35,2019-01-25 18:34:36,1459.0,2019-02-04T16:25:07.000Z,SPY,288.0,SPY190628C00288000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,14.0
144,SPY190628C00289000_20190204_10,2.53,2.46,2019-06-28,0.12635151,2.78,2019-02-01 15:21:26,2840.0,2019-02-04T16:25:07.000Z,SPY,289.0,SPY190628C00289000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,5.0
145,SPY190628C00290000_20190204_10,2.26,2.2,2019-06-28,0.1246120255,2.2,2019-02-04 14:44:20,3096.0,2019-02-04T16:25:07.000Z,SPY,290.0,SPY190628C00290000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,4.0
146,SPY190628C00291000_20190204_10,2.05,1.99,2019-06-28,0.1237575418,1.48,2019-01-22 20:59:30,1034.0,2019-02-04T16:25:07.000Z,SPY,291.0,SPY190628C00291000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,367.0
147,SPY190628C00292000_20190204_10,1.83,1.77,2019-06-28,0.1223537473,1.93,2019-02-01 16:02:41,580.0,2019-02-04T16:25:07.000Z,SPY,292.0,SPY190628C00292000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,30.0
148,SPY190628C00293000_20190204_10,1.67,1.61,2019-06-28,0.1220180573,1.72,2019-02-01 16:02:41,66.0,2019-02-04T16:25:07.000Z,SPY,293.0,SPY190628C00293000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,61.0
149,SPY190628C00294000_20190204_10,1.5,1.45,2019-06-28,0.1211330563,1.66,2019-01-31 17:55:26,3079.0,2019-02-04T16:25:07.000Z,SPY,294.0,SPY190628C00294000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
150,SPY190628C00295000_20190204_10,1.34,1.29,2019-06-28,0.1201870209,1.34,2019-02-01 19:21:52,2556.0,2019-02-04T16:25:07.000Z,SPY,295.0,SPY190628C00295000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1143.0
151,SPY190628C00300000_20190204_10,0.79,0.76,2019-06-28,0.1180508118,0.76,2019-02-04 14:40:30,3284.0,2019-02-04T16:25:07.000Z,SPY,300.0,SPY190628C00300000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,40.0
152,SPY190628C00305000_20190204_10,0.47,0.44,2019-06-28,0.1175625354,0.49,2019-02-04 14:35:14,3588.0,2019-02-04T16:25:07.000Z,SPY,305.0,SPY190628C00305000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,20.0
153,SPY190628C00310000_20190204_10,0.31,0.27,2019-06-28,0.1200039172,0.32,2019-02-01 15:36:21,2877.0,2019-02-04T16:25:07.000Z,SPY,310.0,SPY190628C00310000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,60.0
154,SPY190628C00315000_20190204_10,0.21,0.18,2019-06-28,0.1229335754,0.18,2019-01-30 20:53:39,3711.0,2019-02-04T16:25:07.000Z,SPY,315.0,SPY190628C00315000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,758.0
155,SPY190628C00320000_20190204_10,0.16,0.13,2019-06-28,0.1279384082,0.15,2019-02-01 17:24:02,623.0,2019-02-04T16:25:07.000Z,SPY,320.0,SPY190628C00320000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2.0
156,SPY190628C00325000_20190204_10,0.12,0.1,2019-06-28,0.1323328955,0.09,2019-01-25 16:00:03,448.0,2019-02-04T16:25:07.000Z,SPY,325.0,SPY190628C00325000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,1.0
157,SPY190628C00330000_20190204_10,0.09,0.07,2019-06-28,0.1362391064,0.05,2019-01-08 16:00:01,2615.0,2019-02-04T16:25:07.000Z,SPY,330.0,SPY190628C00330000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,25.0
158,SPY190628C00335000_20190204_10,0.08,0.06,2019-06-28,0.1430749756,0.06,2019-01-28 18:40:34,8651.0,2019-02-04T16:25:07.000Z,SPY,335.0,SPY190628C00335000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,499.0
159,SPY190628C00340000_20190204_10,0.06,0.04,2019-06-28,0.1464929102,0.06,2019-01-30 17:58:44,1549.0,2019-02-04T16:25:07.000Z,SPY,340.0,SPY190628C00340000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,20.0
160,SPY190628C00345000_20190204_10,0.05,0.03,2019-06-28,0.1513756738,0.03,2018-12-21 18:03:56,93.0,2019-02-04T16:25:07.000Z,SPY,345.0,SPY190628C00345000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,25.0
161,SPY190628C00350000_20190204_10,0.04,0.01,2019-06-28,0.1552818848,0.04,2019-01-24 15:49:07,7020.0,2019-02-04T16:25:07.000Z,SPY,350.0,SPY190628C00350000,Call,270.47,20190204,2019-02-04 10:25:13,10,10:25:13,2948.0
376,SPY190311C00255000_20190204_11,0.0,0.0,2019-03-11,1e-05,16.97,2019-02-01 18:48:08,,2019-02-04T17:09:51.000Z,SPY,255.0,SPY190311C00255000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,17.0
377,SPY190311C00260000_20190204_11,0.0,0.0,2019-03-11,1e-05,12.15,2019-02-01 19:57:59,,2019-02-04T17:09:51.000Z,SPY,260.0,SPY190311C00260000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,16.0
381,SPY190311C00265000_20190204_11,0.0,0.0,2019-03-11,1e-05,8.64,2019-02-01 18:57:31,,2019-02-04T17:09:51.000Z,SPY,265.0,SPY190311C00265000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,781.0
387,SPY190311C00270000_20190204_11,0.0,0.0,2019-03-11,1e-05,5.3,2019-02-01 18:43:43,,2019-02-04T17:09:51.000Z,SPY,270.0,SPY190311C00270000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,429.0
392,SPY190311C00275000_20190204_11,0.0,0.0,2019-03-11,0.0156348438,2.89,2019-02-01 16:36:22,,2019-02-04T17:09:51.000Z,SPY,275.0,SPY190311C00275000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,725.0
398,SPY190311C00280000_20190204_11,0.0,0.0,2019-03-11,0.0312596875,1.0,2019-02-01 20:42:57,,2019-02-04T17:09:51.000Z,SPY,280.0,SPY190311C00280000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,167.0
402,SPY190311C00285000_20190204_11,0.0,0.0,2019-03-11,0.0312596875,0.33,2019-02-01 20:12:25,,2019-02-04T17:09:51.000Z,SPY,285.0,SPY190311C00285000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,12.0
409,SPY190311C00290000_20190204_11,0.0,0.0,2019-03-11,0.062509375,0.14,2019-02-01 18:45:04,,2019-02-04T17:09:51.000Z,SPY,290.0,SPY190311C00290000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,5.0
374,SPY190322C00247500_20190204_11,0.0,0.0,2019-03-22,1e-05,24.45,2019-02-01 17:24:50,,2019-02-04T17:09:51.000Z,SPY,247.5,SPY190322C00247500,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
375,SPY190322C00254000_20190204_11,0.0,0.0,2019-03-22,1e-05,19.05,2019-02-01 15:19:06,,2019-02-04T17:09:51.000Z,SPY,254.0,SPY190322C00254000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
378,SPY190322C00262000_20190204_11,0.0,0.0,2019-03-22,1e-05,12.2,2019-02-01 15:19:06,,2019-02-04T17:09:51.000Z,SPY,262.0,SPY190322C00262000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
379,SPY190322C00263000_20190204_11,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 19:56:32,,2019-02-04T17:09:51.000Z,SPY,263.0,SPY190322C00263000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
380,SPY190322C00264000_20190204_11,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 16:05:59,,2019-02-04T17:09:51.000Z,SPY,264.0,SPY190322C00264000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
382,SPY190322C00265000_20190204_11,0.0,0.0,2019-03-22,1e-05,8.97,2019-01-31 18:43:04,0.0,2019-02-04T17:09:51.000Z,SPY,265.0,SPY190322C00265000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,
383,SPY190322C00266000_20190204_11,0.0,0.0,2019-03-22,1e-05,8.05,2019-02-01 20:15:05,,2019-02-04T17:09:51.000Z,SPY,266.0,SPY190322C00266000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,4.0
384,SPY190322C00267000_20190204_11,0.0,0.0,2019-03-22,1e-05,8.29,2019-02-01 15:14:50,0.0,2019-02-04T17:09:51.000Z,SPY,267.0,SPY190322C00267000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,2.0
385,SPY190322C00268000_20190204_11,0.0,0.0,2019-03-22,1e-05,6.88,2019-01-31 15:46:06,0.0,2019-02-04T17:09:51.000Z,SPY,268.0,SPY190322C00268000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,
386,SPY190322C00269000_20190204_11,0.0,0.0,2019-03-22,1e-05,6.52,2019-02-01 15:01:02,0.0,2019-02-04T17:09:51.000Z,SPY,269.0,SPY190322C00269000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,5.0
388,SPY190322C00270000_20190204_11,0.0,0.0,2019-03-22,1e-05,5.89,2019-02-01 18:51:44,0.0,2019-02-04T17:09:51.000Z,SPY,270.0,SPY190322C00270000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,10016.0
389,SPY190322C00271000_20190204_11,0.0,0.0,2019-03-22,0.0002541382,5.0,2019-02-01 19:18:56,0.0,2019-02-04T17:09:51.000Z,SPY,271.0,SPY190322C00271000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,51.0
390,SPY190322C00272000_20190204_11,0.0,0.0,2019-03-22,0.0039162109,4.54,2019-02-01 19:28:45,0.0,2019-02-04T17:09:51.000Z,SPY,272.0,SPY190322C00272000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,10.0
391,SPY190322C00272500_20190204_11,0.0,0.0,2019-03-22,0.0039162109,4.24,2019-02-01 19:28:45,,2019-02-04T17:09:51.000Z,SPY,272.5,SPY190322C00272500,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,20.0
393,SPY190322C00275000_20190204_11,0.0,0.0,2019-03-22,0.0078224219,3.45,2019-02-01 16:39:45,0.0,2019-02-04T17:09:51.000Z,SPY,275.0,SPY190322C00275000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
394,SPY190322C00276000_20190204_11,0.0,0.0,2019-03-22,0.0156348438,2.59,2019-02-01 20:16:50,0.0,2019-02-04T17:09:51.000Z,SPY,276.0,SPY190322C00276000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,4.0
395,SPY190322C00277000_20190204_11,0.0,0.0,2019-03-22,0.0156348438,2.29,2019-02-01 20:50:57,0.0,2019-02-04T17:09:51.000Z,SPY,277.0,SPY190322C00277000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1002.0
396,SPY190322C00278000_20190204_11,0.0,0.0,2019-03-22,0.0156348438,2.35,2019-02-01 15:33:01,0.0,2019-02-04T17:09:51.000Z,SPY,278.0,SPY190322C00278000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,20.0
397,SPY190322C00279000_20190204_11,0.0,0.0,2019-03-22,0.0156348438,1.84,2019-02-01 18:38:48,,2019-02-04T17:09:51.000Z,SPY,279.0,SPY190322C00279000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,3.0
399,SPY190322C00280000_20190204_11,0.0,0.0,2019-03-22,0.0156348438,1.42,2019-02-01 20:48:37,0.0,2019-02-04T17:09:51.000Z,SPY,280.0,SPY190322C00280000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,331.0
400,SPY190322C00282000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,1.01,2019-02-01 19:40:20,,2019-02-04T17:09:51.000Z,SPY,282.0,SPY190322C00282000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,17.0
401,SPY190322C00282500_20190204_11,0.0,0.0,2019-03-22,0.0312596875,1.09,2019-02-01 15:54:06,0.0,2019-02-04T17:09:51.000Z,SPY,282.5,SPY190322C00282500,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,8.0
403,SPY190322C00285000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.71,2019-01-31 21:14:47,0.0,2019-02-04T17:09:51.000Z,SPY,285.0,SPY190322C00285000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,
404,SPY190322C00286000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.46,2019-02-01 20:16:50,,2019-02-04T17:09:51.000Z,SPY,286.0,SPY190322C00286000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,8.0
405,SPY190322C00287000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.41,2019-02-01 19:09:06,,2019-02-04T17:09:51.000Z,SPY,287.0,SPY190322C00287000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,3.0
406,SPY190322C00287500_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.36,2019-02-01 19:09:06,,2019-02-04T17:09:51.000Z,SPY,287.5,SPY190322C00287500,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,3.0
407,SPY190322C00288000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.38,2019-02-01 14:45:00,,2019-02-04T17:09:51.000Z,SPY,288.0,SPY190322C00288000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,5.0
408,SPY190322C00289000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.31,2019-02-01 14:38:05,,2019-02-04T17:09:51.000Z,SPY,289.0,SPY190322C00289000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,1.0
410,SPY190322C00290000_20190204_11,0.0,0.0,2019-03-22,0.0312596875,0.28,2019-01-31 18:53:08,0.0,2019-02-04T17:09:51.000Z,SPY,290.0,SPY190322C00290000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,
411,SPY190322C00292500_20190204_11,0.0,0.0,2019-03-22,0.062509375,0.19,2019-02-01 15:24:55,,2019-02-04T17:09:51.000Z,SPY,292.5,SPY190322C00292500,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,2.0
412,SPY190322C00300000_20190204_11,0.0,0.0,2019-03-22,0.062509375,0.07,2019-01-31 17:27:10,0.0,2019-02-04T17:09:51.000Z,SPY,300.0,SPY190322C00300000,Call,270.93,20190204,2019-02-04 11:10:04,11,11:10:04,
415,SPY190311C00255000_20190204_12,0.0,0.0,2019-03-11,1e-05,16.97,2019-02-01 18:48:08,,2019-02-04T18:10:00.000Z,SPY,255.0,SPY190311C00255000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,17.0
416,SPY190311C00260000_20190204_12,0.0,0.0,2019-03-11,1e-05,12.15,2019-02-01 19:57:59,,2019-02-04T18:10:00.000Z,SPY,260.0,SPY190311C00260000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,16.0
420,SPY190311C00265000_20190204_12,0.0,0.0,2019-03-11,1e-05,8.64,2019-02-01 18:57:31,,2019-02-04T18:10:00.000Z,SPY,265.0,SPY190311C00265000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,781.0
426,SPY190311C00270000_20190204_12,0.0,0.0,2019-03-11,1e-05,5.3,2019-02-01 18:43:43,,2019-02-04T18:10:00.000Z,SPY,270.0,SPY190311C00270000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,429.0
431,SPY190311C00275000_20190204_12,0.0,0.0,2019-03-11,0.0156348438,2.89,2019-02-01 16:36:22,,2019-02-04T18:10:00.000Z,SPY,275.0,SPY190311C00275000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,725.0
437,SPY190311C00280000_20190204_12,0.0,0.0,2019-03-11,0.0312596875,1.0,2019-02-01 20:42:57,,2019-02-04T18:10:00.000Z,SPY,280.0,SPY190311C00280000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,167.0
441,SPY190311C00285000_20190204_12,0.0,0.0,2019-03-11,0.0312596875,0.33,2019-02-01 20:12:25,,2019-02-04T18:10:00.000Z,SPY,285.0,SPY190311C00285000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,12.0
